cluster_file,rmax,n_slices,vol_slice,n_slices_used,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.24030160400695275,30,7.750159254600062,30,100102,0.6714093350001349
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.2924017738212865,30,9.75895125359999,30,100102,0.6688637450006354
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.3557978636354049,30,12.114533379600031,30,100102,0.6264531350007019
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.4329389596825433,30,14.20055290290006,30,100102,0.6207308670000202
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.5268051384453322,30,16.249235497200086,30,100102,0.6222938509999949
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.6410225914893466,30,18.2112449334,30,100102,0.627961205000247
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.7800037106934158,30,19.744855758000053,30,100102,0.6047063780006283
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,0.9491175455796848,30,21.253632981599985,30,100102,0.6158723450007528
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,1.1548972177662866,30,22.91084006250001,30,100102,0.6354033949992299
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,1.4052923052746675,30,24.55099092599989,30,100102,0.5973653740002192
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,1.7099759466766964,30,25.930513370099835,30,100102,0.6133948819988291
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,2.080718528976332,30,27.14585344829967,30,100102,0.599633810999876
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,2.5318423953503633,30,28.081847353199752,30,100102,0.5990933610009961
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,3.0807751387916715,30,29.503150278299643,30,100102,0.601551030000337
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,3.748722856220058,30,31.013966715299805,30,100102,0.5974458420005249
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,4.561489371878808,30,32.38246267859989,30,100102,0.5925814000001992
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,5.550473077848112,30,33.58243876709996,30,100102,0.5869759040015197
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,6.753879901122618,30,34.47528192899989,30,100102,0.6193707160000486
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,8.218199255994355,30,35.50135221239993,30,100102,0.6176389249994827
config1_leaf00cm_tol40cm_cluster_04_ndvi.las,10.0,30,37.0064365673997,30,100102,0.5848648939991108
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.05,30,2.051950812666628,30,95462,0.8495405739995476
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.060840578869549786,30,2.2433721826666044,30,95462,0.8191218869997101
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.07403152074363813,30,2.4815024366666067,30,95462,0.7487143990001641
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.09008241153272054,30,2.7856375639999484,30,95462,0.728914043000259
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.10961332127231452,30,3.1575164126666104,30,95462,0.7082572250001249
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.133378758360431,30,3.6730875586666296,30,95462,0.6837497239994264
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.16229681735100848,30,4.465885544666648,30,95462,0.6570204270010436
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.19748464632641896,30,5.621960611999951,30,95462,0.627718375000768
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.24030160400695275,30,7.218236056000044,30,95462,0.6085354950009787
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.2924017738212865,30,9.213576840666677,30,95462,0.5948499200003425
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.3557978636354049,30,11.276926217333365,30,95462,0.5821686830004182
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.4329389596825433,30,13.253556056666712,30,95462,0.588409154999681
