cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.01544452104946379,0.2586926918345279,70220,88865,0.06264168500092637
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.01785250896767095,0.3826909444276975,67259,88865,0.06374044900076115
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.02063593137139315,0.55484276056633,63139,88865,0.06318076599927736
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.023853323044733008,0.7821865803979882,57632,88865,0.06442807500025083
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.027572345053693506,1.0618436664988156,50657,88865,0.06540427999971143
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.031871207644077165,1.4033779312795511,43349,88865,0.06604316100128926
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.03684031498640387,1.8017,36034,88865,0.06621216900020954
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.042584166356484814,2.278916303453628,29511,88865,0.06525552599850926
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.0492235537330781,2.841169307858145,23822,88865,0.06699344899971038
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.05689810202763908,3.518802685926364,19103,88865,0.06490877899886982
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.06576920536665974,4.298082627167853,15108,88865,0.06695797100110212
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.07602342117599367,5.258523383691409,11968,88865,0.0662871050008107
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.08787639344404101,6.3714167505523935,9389,88865,0.06596808500034967
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.10157738766918833,7.658262107020595,7307,88865,0.0688243259992305
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.11741453286048854,9.315601276285284,5755,88865,0.06597932799923001
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.13572088082974532,10.924999999999997,4370,88865,0.06537620699964464
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.1568814102006323,13.243676799915193,3430,88865,0.06344783500026097
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.1813411224276773,15.802826517135594,2650,88865,0.06504244999996445
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.20961440008267682,19.212224265409613,2086,88865,0.0664793699997972
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.24229582421132284,22.432076724396687,1577,88865,0.06628445699971053
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.28007267824676524,27.021990984042578,1230,88865,0.06343436300085159
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.32373940143476265,32.06405809602733,945,88865,0.06593596700076887
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.3742142957228954,37.101748814633766,708,88865,0.06318664799982798
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.4325588374561865,44.35229799656242,548,88865,0.06517954999981157
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.5,52.625,421,88865,0.06615057999988494
