cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.04336244396414017,2.3622166778097635,28972,90680,0.0733757260004495
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.051039236424475005,3.029168385502441,22783,90680,0.07606602199848567
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.06007511147083267,3.8354081686281982,17690,90680,0.07499007700062066
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.07071067811865475,4.793123316273013,13557,90680,0.07502059699982055
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.08322914227845538,5.979252465899174,10371,90680,0.0735908369988465
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.09796384801717632,7.427191108845626,7900,90680,0.07336693099932745
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.11530715390799683,9.106577818231958,5940,90680,0.07487330500043754
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.13572088082974532,11.297499999999996,4519,90680,0.073663190998559
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.1597486094219211,13.832322911446441,3393,90680,0.07491821199982951
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.18803015465431966,16.825758643959702,2531,90680,0.07350563399995735
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.22131860294287997,20.673045159903825,1907,90680,0.07331427200006146
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.26050036547934563,25.862430521897966,1463,90680,0.07528382300006342
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.3066187817586519,30.181647535418165,1047,90680,0.07402642800116155
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.3609019018232971,38.452166626808356,818,90680,0.077059219000148
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.4247951870156353,45.5328890911598,594,90680,0.07321677599975374
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.5,54.5,436,90680,0.07622743100000662
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.01,0.07516600000000001,75166,88865,0.07365558499986946
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.011770378179487158,0.12040195251006765,73835,88865,0.07417847500073549
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.01385418024881474,0.19165808838615503,72075,88865,0.07057753800108912
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.016306894089533095,0.300089793453832,69205,88865,0.07036522400085232
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.019193831036664843,0.463600418949336,65563,88865,0.07169148100001621
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.022591865001472325,0.6898135175392004,59824,88865,0.07184931999836408
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.026591479484724942,0.9899975672704583,52651,88865,0.07359950300087803
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.03129917698872869,1.3550403822260109,44193,88865,0.07662209899899608
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.03684031498640387,1.8017,36034,88865,0.07291109300058451
